0.189123,0.403821
0.124699,0.167516
0.0218818,0.212897
0.769646,0.0339061
0.96643,0.90643
0.633229,0.034608
0.918332,0.00317392
0.0422987,0.0393078
0.218238,0.131932
0.65804,0.922422
0.169317,0.104709
0.38081,0.473281
0.431135,0.359233
0.147893,0.628925
0.447096,0.301981
0.0294504,0.809992
0.561419,0.582537
0.53029,0.641438
0.981445,0.831202
0.502182,0.839656
0.242286,0.890408
0.574572,0.546312
0.329447,0.0717795
0.508347,0.891202
0.11594,0.469741
0.380291,0.0643941
0.270089,0.862819
0.00347911,0.679891
0.290445,0.234535
0.490524,0.711081
0.823603,0.444258
0.365276,0.780053
0.921842,0.079928
0.13007,0.0814539
0.396069,0.0235908
0.694021,0.722617
0.921201,0.761071
0.568804,0.760521
0.0490432,0.96704
0.238624,0.717826
0.786584,0.396863
0.609912,0.858211
0.893979,0.616077
0.947417,0.00292978
0.560198,0.599139
0.203101,0.169683
0.611713,0.728751
0.143681,0.814875
0.910306,0.226386
0.183142,0.96054
0.0971404,0.546251
0.326792,0.987762
0.338267,0.762749
0.132847,0.37669
0.228706,0.484085
0.0976897,0.175695
0.510697,0.321787
0.371502,0.479812
0.762871,0.448683
0.209815,0.700491
0.716269,0.275582
0.0681173,0.907407
0.353618,0.77871
0.744865,0.0240181
0.447981,0.508469
0.479781,0.157781
0.697165,0.811457
0.413495,0.846248
0.11005,0.296091
0.314768,0.500595
0.801294,0.0743126
0.981323,0.827631
0.850032,0.809229
0.221015,0.511551
0.379955,0.101138
0.819361,0.936827
0.515702,0.242592
0.399274,0.232948
0.372845,0.873653
0.580157,0.423414
0.737236,0.568987
0.341472,0.958647
0.589923,0.887844
0.998321,0.41554
0.13422,0.918027
0.693899,0.644124
0.48088,0.845424
0.816431,0.142521
0.647633,0.580065
0.245582,0.941923
0.0296335,0.970183
0.83578,0.782495
0.996857,0.635212
0.0415357,0.861538
0.774163,0.9494
0.0921354,0.935179
0.261727,0.207007
0.621052,0.0546892
0.950529,0.500259
0.156621,0.719321
0.58974,0.341624
0.38084,0.725578
0.762871,0.561327
0.561327,0.495682
0.0277108,0.511582
0.0636311,0.165685
0.777673,0.108768
0.350169,0.214331
0.479263,0.744652
0.371136,0.914457
0.443464,0.59798
0.754814,0.387616
0.78637,0.37785
0.702506,0.543931
0.735191,0.0298166
0.995209,0.687521
0.936796,0.436323
0.0174566,0.0693075
0.923856,0.64217
0.205481,0.168584
0.395886,0.637165
0.824854,0.983917
0.470901,0.226142
0.484878,0.11539
0.563799,0.0184637
0.295541,0.919248
0.0480667,0.0676901
0.0731834,0.515397
0.35725,0.193091
0.501144,0.930448
0.681539,0.513901
0.651906,0.156285
0.916837,0.227699
0.776849,0.40614
0.0216681,0.164403
0.769707,0.348949
0.438856,0.146519
0.210059,0.603809
0.737571,0.687796
0.393414,0.275002
0.132511,0.0603961
0.253487,0.809809
0.0364086,0.2631
0.583728,0.95938
0.301767,0.920591
0.463485,0.124607
0.308329,0.646077
0.295969,0.868099
0.552568,0.897702
0.363323,0.872982
0.895505,0.860683
0.305918,0.130833
0.124638,0.385632
0.431501,0.638936
0.98703,0.515427
0.260598,0.388684
0.348766,0.630482
0.214911,0.926237
0.638295,0.744957
0.853999,0.266671
0.228614,0.984375
0.567339,0.443159
0.915616,0.776177
0.127812,0.471572
0.147954,0.784448
0.0125126,0.0130009
0.165624,0.119846
0.897458,0.51442
0.702536,0.856685
0.232521,0.109073
0.409955,0.387036
0.30253,0.0582293
0.657125,0.644948
0.681082,0.014771
0.86465,0.730308
0.482894,0.890683
0.0276498,0.964782
0.321726,0.608936
0.584704,0.910337
0.379162,0.521714
0.288217,0.382244
0.491226,0.775781
0.233711,0.987213
0.658773,0.406232
0.703024,0.218085
0.887844,0.44026
0.978332,0.63686
0.766533,0.791742
0.78341,0.176305
0.684408,0.228126
0.507706,0.0924406
0.100528,0.190985
0.870052,0.598346
0.76693,0.751091
0.178137,0.710898
0.312906,0.479659
0.839839,0.341838
0.0975982,0.516923
0.282632,0.164068
0.735618,0.619007
0.937895,0.284555
0.203284,0.464766
0.445296,0.255318
0.93112,0.00347911
0.734703,0.453352
0.788659,0.125065
0.140934,0.360942
0.368328,0.433485
0.208136,0.777978
0.474441,0.405042
0.339732,0.496475
0.223304,0.712882
0.950438,0.470077
0.66097,0.998474
0.276437,0.00811792
0.305002,0.871761
0.500137,0.0270394
0.516099,0.421064
0.345256,0.889218
0.106113,0.0140385
0.799371,0.861049
0.0887478,0.670736
0.119144,0.72158
0.978881,0.790277
0.775628,0.55266
0.547136,0.512406
0.494522,0.24192
0.435713,0.49498
0.0489822,0.730064
0.541917,0.388531
0.96057,0.533311
0.575182,0.789666
0.764061,0.572771
0.694632,0.954009
0.993957,0.841487
0.632649,0.0502029
0.546922,0.940672
0.210974,0.236396
0.578295,0.0163274
0.656056,0.339702
0.58739,0.12775
0.618946,0.421155
0.848811,0.578326
0.306864,0.00595111
0.84579,0.241188
0.632282,0.261666
0.861538,0.409772
0.785669,0.904324
0.385144,0.205145
0.138585,0.114566
0.488205,0.0713523
0.882931,0.245064
0.828272,0.389721
0.312754,0.599689
0.435591,0.743614
